A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,system:index,month,year,countryCode
-0.041584006151480196,-0.07111111111111111,-0.14769703960015382,-0.16000000000000003,-0.13016532103037293,-0.07972318339100345,0.12456747404844293,0.2288965782391388,0.08421376393694734,0.13016532103037293,0.1929104190695886,-0.09356401384083046,0.022206843521722412,0.008858131487889272,0.13016532103037293,-0.029773164167627833,-0.008858131487889272,-0.05173394848135333,-0.041584006151480196,0.11374086889657825,0.044844290657439445,0.2069357939254133,-0.11374086889657825,0.16633602460592078,-0.17279507881584008,-0.19986159169550174,-0.08882737408688965,-0.186082276047674,0.041584006151480196,-0.17279507881584008,-0.19986159169550174,0.2679584775086506,0.017777777777777778,-0.10340638216070744,-0.08882737408688965,-0.029773164167627833,0.0629911572472126,0.05173394848135333,-0.006151480199923107,0.044844290657439445,-0.07535563244905807,-0.2288965782391388,0.15378700499807765,0.07111111111111111,0.07111111111111111,0.041584006151480196,-0.16633602460592078,0.022206843521722412,-0.16633602460592078,0.024605920799692427,0.11909265667051133,0.05173394848135333,-0.17937716262975778,-0.041584006151480196,-0.09356401384083046,-0.16000000000000003,-0.05536332179930796,0.05173394848135333,-0.0271280276816609,-0.03254133025759323,0.09842368319876971,-0.19986159169550174,0.06698961937716265,0.28444444444444444,3142,8,2020,AU
-0.041584006151480196,-0.07111111111111111,-0.14769703960015382,-0.16000000000000003,-0.13016532103037293,-0.07972318339100345,0.12456747404844293,0.2288965782391388,0.08421376393694734,0.13016532103037293,0.1929104190695886,-0.09356401384083046,0.022206843521722412,0.008858131487889272,0.13016532103037293,-0.029773164167627833,-0.008858131487889272,-0.05173394848135333,-0.041584006151480196,0.11374086889657825,0.044844290657439445,0.2069357939254133,-0.11374086889657825,0.16633602460592078,-0.17279507881584008,-0.19986159169550174,-0.08882737408688965,-0.186082276047674,0.041584006151480196,-0.17279507881584008,-0.19986159169550174,0.2679584775086506,0.017777777777777778,-0.10340638216070744,-0.08882737408688965,-0.029773164167627833,0.0629911572472126,0.05173394848135333,-0.006151480199923107,0.044844290657439445,-0.07535563244905807,-0.2288965782391388,0.15378700499807765,0.07111111111111111,0.07111111111111111,0.041584006151480196,-0.16633602460592078,0.022206843521722412,-0.16633602460592078,0.024605920799692427,0.11909265667051133,0.05173394848135333,-0.17937716262975778,-0.041584006151480196,-0.09356401384083046,-0.16000000000000003,-0.05536332179930796,0.05173394848135333,-0.0271280276816609,-0.03254133025759323,0.09842368319876971,-0.19986159169550174,0.06698961937716265,0.28444444444444444,3143,10,2020,AU
0.01384083044982699,0.019930795847750864,-0.01574778931180315,-0.14173010380622836,-0.186082276047674,-0.13588619761630144,0.16000000000000003,0.3014225297962323,0.16633602460592078,0.15378700499807765,0.17937716262975778,-0.08421376393694734,0.03543252595155709,0.12456747404844293,0.16633602460592078,0.029773164167627833,-0.024605920799692427,0.002214532871972318,-0.022206843521722412,0.08882737408688965,-0.008858131487889272,0.17937716262975778,-0.11909265667051133,0.15378700499807765,-0.16000000000000003,-0.11909265667051133,-0.05536332179930796,-0.2288965782391388,-0.10340638216070744,-0.17937716262975778,-0.2519646289888504,0.16000000000000003,-0.06698961937716265,-0.16000000000000003,-0.06698961937716265,-0.03254133025759323,0.05173394848135333,0.03844675124951941,-0.0629911572472126,0.10340638216070744,-0.11909265667051133,-0.16633602460592078,0.022206843521722412,0.07111111111111111,0.186082276047674,-0.01384083044982699,-0.13588619761630144,-0.022206843521722412,-0.14173010380622836,0.05173394848135333,0.0629911572472126,-2.4605920799692423E-4,-0.2069357939254133,-0.022206843521722412,-0.10340638216070744,-0.21413302575932336,-0.041584006151480196,0.05536332179930796,-0.044844290657439445,0.007443291041906958,0.044844290657439445,-0.07972318339100345,0.05536332179930796,0.2599000384467512,3144,10,2020,AU
0.01384083044982699,0.019930795847750864,-0.01574778931180315,-0.14173010380622836,-0.186082276047674,-0.13588619761630144,0.16000000000000003,0.3014225297962323,0.16633602460592078,0.15378700499807765,0.17937716262975778,-0.08421376393694734,0.03543252595155709,0.12456747404844293,0.16633602460592078,0.029773164167627833,-0.024605920799692427,0.002214532871972318,-0.022206843521722412,0.08882737408688965,-0.008858131487889272,0.17937716262975778,-0.11909265667051133,0.15378700499807765,-0.16000000000000003,-0.11909265667051133,-0.05536332179930796,-0.2288965782391388,-0.10340638216070744,-0.17937716262975778,-0.2519646289888504,0.16000000000000003,-0.06698961937716265,-0.16000000000000003,-0.06698961937716265,-0.03254133025759323,0.05173394848135333,0.03844675124951941,-0.0629911572472126,0.10340638216070744,-0.11909265667051133,-0.16633602460592078,0.022206843521722412,0.07111111111111111,0.186082276047674,-0.01384083044982699,-0.13588619761630144,-0.022206843521722412,-0.14173010380622836,0.05173394848135333,0.0629911572472126,-2.4605920799692423E-4,-0.2069357939254133,-0.022206843521722412,-0.10340638216070744,-0.21413302575932336,-0.041584006151480196,0.05536332179930796,-0.044844290657439445,0.007443291041906958,0.044844290657439445,-0.07972318339100345,0.05536332179930796,0.2599000384467512,3145,9,2020,AU
0.01384083044982699,0.019930795847750864,-0.01574778931180315,-0.14173010380622836,-0.186082276047674,-0.13588619761630144,0.16000000000000003,0.3014225297962323,0.16633602460592078,0.15378700499807765,0.17937716262975778,-0.08421376393694734,0.03543252595155709,0.12456747404844293,0.16633602460592078,0.029773164167627833,-0.024605920799692427,0.002214532871972318,-0.022206843521722412,0.08882737408688965,-0.008858131487889272,0.17937716262975778,-0.11909265667051133,0.15378700499807765,-0.16000000000000003,-0.11909265667051133,-0.05536332179930796,-0.2288965782391388,-0.10340638216070744,-0.17937716262975778,-0.2519646289888504,0.16000000000000003,-0.06698961937716265,-0.16000000000000003,-0.06698961937716265,-0.03254133025759323,0.05173394848135333,0.03844675124951941,-0.0629911572472126,0.10340638216070744,-0.11909265667051133,-0.16633602460592078,0.022206843521722412,0.07111111111111111,0.186082276047674,-0.01384083044982699,-0.13588619761630144,-0.022206843521722412,-0.14173010380622836,0.05173394848135333,0.0629911572472126,-2.4605920799692423E-4,-0.2069357939254133,-0.022206843521722412,-0.10340638216070744,-0.21413302575932336,-0.041584006151480196,0.05536332179930796,-0.044844290657439445,0.007443291041906958,0.044844290657439445,-0.07972318339100345,0.05536332179930796,0.2599000384467512,3146,9,2020,AU
0.06698961937716265,0.07972318339100345,0.05536332179930796,-0.07972318339100345,-0.17937716262975778,-0.14173010380622836,0.12456747404844293,0.34602076124567477,0.16000000000000003,0.07111111111111111,0.14173010380622836,-0.08421376393694734,0.05173394848135333,0.3553094963475586,0.10340638216070744,0.1085121107266436,-0.07972318339100345,-0.01384083044982699,-0.05536332179930796,0.17937716262975778,-0.07972318339100345,-0.029773164167627833,-0.022206843521722412,0.04822760476739715,-0.03844675124951941,0.07111111111111111,-0.09842368319876971,-0.0629911572472126,-0.2069357939254133,-0.11909265667051133,-0.19986159169550174,-0.10340638216070744,-0.2288965782391388,-0.16000000000000003,-0.03844675124951941,-0.17937716262975778,-0.15378700499807765,0.10340638216070744,-0.03254133025759323,0.0271280276816609,-0.2364628988850442,-0.03543252595155709,-0.04822760476739715,0.029773164167627833,0.24415224913494812,-0.010396001537870049,-0.08421376393694734,0.004982698961937716,-0.186082276047674,-0.022206843521722412,0.024605920799692427,-0.14769703960015382,0.01384083044982699,0.044844290657439445,-0.08421376393694734,-0.15378700499807765,-0.05536332179930796,-0.006151480199923107,-0.05911572472126105,-0.05536332179930796,0.029773164167627833,0.0271280276816609,0.14769703960015382,-0.01574778931180315,3147,10,2020,AU
-0.15378700499807765,0.15378700499807765,0.21413302575932336,0.13016532103037293,-0.21413302575932336,-0.1085121107266436,0.12456747404844293,0.37425605536332185,0.022206843521722412,0.024605920799692427,0.05536332179930796,0.03844675124951941,-0.041584006151480196,0.1929104190695886,-0.03543252595155709,-0.16633602460592078,-0.1085121107266436,0.01574778931180315,-0.029773164167627833,0.0629911572472126,0.041584006151480196,0.09356401384083046,-0.186082276047674,-0.08421376393694734,-0.01384083044982699,-0.07111111111111111,-9.84236831987697E-4,0.044844290657439445,0.007443291041906958,-0.186082276047674,-0.22145328719723184,-0.17279507881584008,-0.08421376393694734,-0.16633602460592078,0.06698961937716265,0.14173010380622836,-0.14769703960015382,0.05173394848135333,-0.11374086889657825,0.0271280276816609,-0.22145328719723184,9.84236831987697E-4,0.06698961937716265,0.010396001537870049,0.1085121107266436,-0.17279507881584008,-0.05911572472126105,-0.0629911572472126,-0.004982698961937716,0.041584006151480196,0.3014225297962323,0.01574778931180315,-0.11909265667051133,0.06698961937716265,-0.017777777777777778,-0.1929104190695886,-0.03543252595155709,-0.0629911572472126,-0.004982698961937716,-0.08421376393694734,0.09842368319876971,0.14173010380622836,0.09356401384083046,0.13016532103037293,3148,5,2020,AU
-0.186082276047674,0.08882737408688965,0.17937716262975778,0.03543252595155709,-0.24415224913494812,-0.16000000000000003,0.13016532103037293,0.37425605536332185,0.08882737408688965,0.06698961937716265,0.07111111111111111,-0.002214532871972318,-0.003936947327950788,0.186082276047674,0.007443291041906958,-0.13588619761630144,-0.1085121107266436,0.05536332179930796,0.004982698961937716,0.12456747404844293,-0.044844290657439445,0.13588619761630144,-0.13588619761630144,-0.08882737408688965,0.003014225297962322,-0.17279507881584008,0.01574778931180315,-0.09842368319876971,-0.044844290657439445,-0.2288965782391388,-0.1929104190695886,-0.07535563244905807,-0.08882737408688965,-0.09356401384083046,0.05536332179930796,0.0629911572472126,-0.11909265667051133,0.04822760476739715,-0.041584006151480196,0.029773164167627833,-0.17279507881584008,-0.03543252595155709,0.041584006151480196,-0.03254133025759323,0.08421376393694734,-0.13588619761630144,-0.05911572472126105,-0.08882737408688965,-0.06698961937716265,0.03254133025759323,0.3014225297962323,-0.010396001537870049,-0.17279507881584008,-0.012056901191849288,-0.044844290657439445,-0.22145328719723184,-0.01384083044982699,0.01384083044982699,-0.019930795847750864,-0.1085121107266436,0.04822760476739715,0.06698961937716265,0.07535563244905807,0.2761399461745483,3149,8,2020,AU
0.03844675124951941,-0.03254133025759323,-0.15378700499807765,-0.16000000000000003,-0.13588619761630144,-0.09842368319876971,0.13016532103037293,0.2519646289888504,0.06698961937716265,0.13016532103037293,0.13588619761630144,-0.11909265667051133,-0.006151480199923107,0.09356401384083046,0.08421376393694734,0.0271280276816609,-0.003936947327950788,-0.1085121107266436,-0.03254133025759323,0.14173010380622836,0.04822760476739715,0.19986159169550174,-0.14769703960015382,0.21413302575932336,-0.186082276047674,-0.09356401384083046,-0.07111111111111111,-0.17279507881584008,0.05173394848135333,-0.15378700499807765,-0.2069357939254133,0.19986159169550174,-0.04822760476739715,-0.13016532103037293,-0.08882737408688965,-0.09356401384083046,0.0271280276816609,0.024605920799692427,-0.012056901191849288,0.07972318339100345,-0.19986159169550174,-0.13588619761630144,0.1929104190695886,0.10340638216070744,0.14769703960015382,0.07535563244905807,-0.2069357939254133,0.05536332179930796,-0.16633602460592078,-9.84236831987697E-4,0.05536332179930796,0.0271280276816609,-0.2364628988850442,0.05173394848135333,-0.09842368319876971,-0.186082276047674,-0.029773164167627833,-0.0015378700499807767,0.024605920799692427,0.022206843521722412,0.08882737408688965,-0.17279507881584008,0.07111111111111111,0.17937716262975778,3150,8,2020,AU
0.11909265667051133,0.09356401384083046,-0.05911572472126105,-0.10340638216070744,-0.19986159169550174,-0.1929104190695886,0.14769703960015382,0.34602076124567477,0.11909265667051133,0.10340638216070744,0.14769703960015382,-0.12456747404844293,-0.01384083044982699,0.28444444444444444,0.07535563244905807,0.08421376393694734,-0.05911572472126105,-0.03254133025759323,-0.07111111111111111,0.16633602460592078,-0.044844290657439445,0.03543252595155709,-0.08421376393694734,0.15378700499807765,-0.11374086889657825,0.05911572472126105,-0.09842368319876971,-0.07111111111111111,-0.09356401384083046,-0.1085121107266436,-0.2288965782391388,-0.017777777777777778,-0.16633602460592078,-0.1929104190695886,-0.0629911572472126,-0.14769703960015382,-0.09842368319876971,0.07111111111111111,-0.022206843521722412,0.05173394848135333,-0.2679584775086506,-0.07535563244905807,0.03543252595155709,0.07111111111111111,0.2364628988850442,-0.01384083044982699,-0.13588619761630144,0.017777777777777778,-0.15378700499807765,0.022206843521722412,0.012056901191849288,-0.08421376393694734,-0.09842368319876971,0.11909265667051133,-0.12456747404844293,-0.22145328719723184,-0.07111111111111111,-0.0629911572472126,0.008858131487889272,-0.019930795847750864,0.03844675124951941,-0.044844290657439445,0.12456747404844293,-2.4605920799692423E-4,3151,2,2020,AU
